audience,budget,casting,countries,duration_s,end_year,genres,id,kind,metacritic_score,original_title,poster_link,rating,release_year,synopsis,title,vote_count,worldwide_gross
TV-14,,"Jennifer Aniston, Courteney Cox, Lisa Kudrow, Matt LeBlanc, Matthew Perry, David Schwimmer, James Michael Tyler, Elliott Gould, Christina Pickles, Maggie Wheeler, Paul Rudd, Jane Sibbett, Helen Baxendale, Jessica Hecht, June Gable, Tom Selleck, Giovanni Ribisi, Aisha Tyler",United States,,2004,"Comedy, Romance",tt0108778,TV Series,,Friends,https://m.media-amazon.com/images/M/MV5BNDVkYjU0MzctMWRmZi00NTkxLTgwZWEtOWVhYjZlYjllYmU4XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_.jpg,8.9,1994,Follows the personal and professional lives of six twenty to thirty year-old friends living in the Manhattan borough of New York City.,Friends,1082072,
TV-MA,,"Donald Glover, Maya Erskine, Paul Dano, Parker Posey, Beverly Glover, Wagner Moura, Alexander Skarsgård, Ron Perlman, Sharon Horgan, Dave Attell, Moise Morancy, Billy Campbell, John Turturro, Tamara Torres, Dontae Hawkins, Martinus Tocchi, Úrsula Corberó, Michaela Coel","United States, United Kingdom",2700,,"Action, Comedy, Crime",tt14044212,TV Series,,Mr. & Mrs. Smith,https://m.media-amazon.com/images/M/MV5BMDE0M2YyM2UtODRmNC00YjAyLWIwMjktOTAwMDBiYjBhMGZmXkEyXkFqcGdeQXVyMjkwOTAyMDU@._V1_.jpg,7.0,2024,"Two strangers land jobs with a spy agency that offers them a life of espionage, wealth, and travel. The catch: new identities in an arranged marriage.",Mr. & Mrs. Smith,33323,
TV-MA,,"Jason Sudeikis, Hannah Waddingham, Jeremy Swift, Phil Dunster, Brett Goldstein, Brendan Hunt, Nick Mohammed, Toheeb Jimoh, Juno Temple, Kola Bokinni, Billy Harris, Stephen Manas, Cristo Fernández, Moe Jeudy-Lamour, Annette Badland, Moe Hashim, David Elsendoorn, Adam Colborne","United States, United Kingdom",,2023,"Comedy, Drama, Sport",tt10986410,TV Series,,Ted Lasso,https://m.media-amazon.com/images/M/MV5BMTdmZjBjZjQtY2JiNS00Y2ZlLTg2NzgtMjUzMGY2OTVmOWJiXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_.jpg,8.8,2020,"American college football coach Ted Lasso heads to London to manage AFC Richmond, a struggling English Premier League soccer team.",Ted Lasso,342456,
TV-MA,,"Nicholas Braun, Brian Cox, Kieran Culkin, Peter Friedman, Matthew Macfadyen, Alan Ruck, Sarah Snook, Jeremy Strong, J. Smith-Cameron, Scott Nicholson, Dagmara Dominczyk, Justine Lupe, David Rasche, Hiam Abbass, Arian Moayed, Juliana Canfield, Fisher Stevens, Rob Yang",United States,,2023,"Comedy, Drama",tt7660850,TV Series,,Succession,https://m.media-amazon.com/images/M/MV5BODY5YjA3ZDgtM2EwYy00ZGVmLWFhNWItMTMxMWRkMWFiOTlkXkEyXkFqcGdeQXVyMTMzNDExODE5._V1_.jpg,8.8,2018,"The Roy family is known for controlling the biggest media and entertainment company in the world. However, their world changes when their father steps down from the company.",Succession,268050,
TV-PG,,"Ed O'Neill, Sofía Vergara, Julie Bowen, Ty Burrell, Jesse Tyler Ferguson, Eric Stonestreet, Rico Rodriguez, Sarah Hyland, Nolan Gould, Ariel Winter, Aubrey Anderson-Emmons, Jeremy Maguire, Reid Ewing, Beatrice the Dog, Pierce Wallace, Adam Devine, Fred Willard, Dana Powell",United States,1320,2020,"Comedy, Drama, Romance",tt1442437,TV Series,,Modern Family,https://m.media-amazon.com/images/M/MV5BNzRhNWIxYTEtYjc2NS00YWFlLWFhOGEtMDZiMWM1M2RkNDkyXkEyXkFqcGdeQXVyNjc0MjkzNjc@._V1_.jpg,8.5,2009,"Three different, but related, families face trials and tribulations in their own uniquely comedic ways.",Modern Family,479550,
R,20831000,"Mark Wahlberg, Reese Witherspoon, William Petersen, Amy Brenneman, Alyssa Milano, Christopher Gray, Tracy Fraim, Gary Riley, Jason Kristofer, Jed Rees, Todd Caldecott, Gerry Bean, David Fredericks, Rav Toor, Andrew Airlie, Jo Bates, Will Sengotta, L. Harvey Gold","United States, Canada",5820,,"Drama, Thriller",tt0116287,Movie,51,Fear,https://m.media-amazon.com/images/M/MV5BZTM4ZmJmMTQtMWUxOS00MjQxLTllNmQtNzI4YWVhYzZlNTRkXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_.jpg,6.2,1996,"When Nicole met David; handsome, charming, affectionate, he was everything. It seemed perfect, but soon she sees that David has a darker side. And his adoration turns to obsession, their dream into a nightmare, and her love into fear.",Fear,54090,20831000
TV-MA,,"Matt Smith, Emma D'Arcy, Olivia Cooke, Rhys Ifans, Graham McTavish, Fabien Frankel, Steve Toussaint, Eve Best, Matthew Needham, Ewan Mitchell, Paul Kennedy, Harry Collett, Tom Glynn-Carney, Bethany Antonia, Phoebe Campbell, Phia Saban, Paddy Considine, Anthony Flanagan",United States,3000,,"Action, Adventure, Drama",tt11198330,TV Series,,House of the Dragon,https://m.media-amazon.com/images/M/MV5BMjk2NjgzMTEtYWViZS00NTMyLWFjMzctODczYmQzNzk2NjIwXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_.jpg,8.4,2022,"An internal succession war within House Targaryen at the height of its power, 172 years before the birth of Daenerys Targaryen.",House of the Dragon,368169,
R,,"Anne Hathaway, Nicholas Galitzine, Ella Rubin, Annie Mumolo, Reid Scott, Perry Mattfeld, Jordan Aaron Hall, Mathilda Gianopoulos, Meg Millidge, Cheech Manohar, Raymond Cham Jr., Jaiden Anthony, Viktor White, Dakota Adan, Roxy Rivera, Graham Norton, Grace Junot, Jon Levine",United States,6900,,"Drama, Romance",tt9466114,Movie,76,The Idea of You,https://m.media-amazon.com/images/M/MV5BYWRkZjJiODEtM2IwZi00ZjM1LWEyOTUtOThjMDk3YThjZDUzXkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_.jpg,6.4,2024,"Solène, a 40-year-old single mom, begins an unexpected romance with 24-year-old Hayes Campbell, the lead singer of August Moon, the hottest boy band on the planet.",The Idea of You,103,
PG,3020320,"Koji Yakusho, Tokio Emoto, Arisa Nakano, Miyako Tanaka, Long Mizuma, Soraji Shibuya, Aoi Iwasaki, Kisuke Shimazaki, Yuriko Kawasaki, Aki Kobayashi, Bunmei Harada, Min Tanaka, Reina, Shunsuke Miura, Gan Furukawa, Atsushi Fukazawa, Taijirô Tamura, Masahiro Kômoto","Japan, Germany",7440,,Drama,tt27503384,Movie,80,Perfect Days,https://m.media-amazon.com/images/M/MV5BYjI2Njc4MGQtYzYwNC00MDQ1LTkyMzQtODY0NDk4NzZjNGMyXkEyXkFqcGdeQXVyMTM1NjM2ODg1._V1_.jpg,7.9,2023,"Hirayama cleans public toilets in Tokyo, lives his life in simplicity and daily tranquility. Some encounters also lead him to reflect on himself.",Perfect Days,25015,21895378
TV-MA,,"Alfonso Dosal, Ester Expósito, Juan Pablo Medina, Mabel Cadena, Andres Baida, Bruno Bichir, Andrea Chaparro, David Haack, Nicolás Furtado, Claudia Ramírez, Juan Pablo Fuentes Acevedo, Adrian Ladron, Sarah Nichols, Eloy Azorín, Fermín Martínez, Jose Luis Rodriguez, Adrian Vazquez, Isabel Yudice","United States, Mexico",2700,,"Action, Adventure, Crime",tt11262142,TV Series,,Bandidos,https://m.media-amazon.com/images/M/MV5BZjg4ZTM0ODYtZGRiYy00MjdhLWJkMDItOTM4NTNjYjk1NzQ4XkEyXkFqcGdeQXVyMDc5ODIzMw@@._V1_.jpg,6.5,2024,A quirky hustler recruits a gang of of skilled misfits to find the Snake King's treasure in the Maya Riviera.,Bandidos,917,
TV-MA,,"Erika Henningsen, Stephanie Beatriz, Blake Roman, Alex Brightman, Keith David, Kimiko Glenn, Amir Talai, Joel Perez, Jessica Vosk, Krystina Alabado, Christian Borle, Lilli Cooper, Jeremy Jordan, Mick Lauer, Don Darryl Rivera, Daphne Rubin-Vega, Brandon Rogers, James Monroe Iglehart","Philippines, United States",1920,,"Animation, Comedy, Crime",tt7216636,TV Series,,Hazbin Hotel,https://m.media-amazon.com/images/M/MV5BYzNkMzc5OTYtNDk2MS00NGI0LThjZGYtYjdmNWI4OTExZWFjXkEyXkFqcGdeQXVyMjkwOTAyMDU@._V1_.jpg,7.8,2019,"In an attempt to find a non-violent alternative for reducing Hell's overpopulation, the daughter of Lucifer opens a rehabilitation hotel that offers a group of misfit demons a chance at redemption.",Hazbin Hotel,20459,
R,,"David Dastmalchian, Laura Gordon, Ian Bliss, Fayssal Bazzi, Ingrid Torelli, Rhys Auteri, Josh Quong Tart, Georgina Haig, Steve Mouzakis, Gaby Seow, Christopher Kirby, Paula Arundell, Mitchell Brotz, Nicole Chapman, Imaan Hadchiti, Michael Ironside, Elise Jansen, Chase Kauffman","Australia, United Arab Emirates",5580,,Horror,tt14966898,Movie,73,Late Night with the Devil,https://m.media-amazon.com/images/M/MV5BZTJjMWYyZDktODdmMC00MDA0LWJlNTgtZjcwODk1OTI1MzBhXkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_.jpg,7.5,2023,"A live television broadcast in 1977 goes horribly wrong, unleashing evil into the nation's living rooms.",Late Night with the Devil,757,
TV-MA,,"Wunmi Mosaku, Monica Dolan, Daniel Lapaine, Hannah John-Kamen, Michaela Coel, Aaron Paul, Anjana Vasan, Kenneth Collard, Joshua James, Beatrice Robertson-Jones, Charles Babalola, Toby Kebbell, Daniel Kaluuya, Rory Kinnear, Hayley Atwell, Lenora Crichlow, Daniel Rigby, Jon Hamm",United Kingdom,3600,,"Drama, Mystery, Sci-Fi",tt2085059,TV Series,,Black Mirror,https://m.media-amazon.com/images/M/MV5BZTgyNTBkNzctN2I3NC00NTA1LWJiMDMtYzA2MmYyZjc1NWQzXkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_.jpg,8.7,2011,"Featuring stand-alone dramas -- sharp, suspenseful, satirical tales that explore techno-paranoia -- ""Black Mirror"" is a contemporary reworking of ""The Twilight Zone"" with stories that tap into the collective unease about the modern world.",Black Mirror,635667,
TV-MA,,"Alan Ritchson, Maria Sten, Malcolm Goodwin, Willa Fitzgerald, Serinda Swan, Shaun Sipos, Ferdinand Kingsley, Robert Patrick, Hugh Thompson, Chris Webster, Bruce McGill, Domenick Lombardozzi, Maxwell Jenkins, Gavin White, Leslie Fray, Jonathan Koensgen, Willie C. Carpenter, Harvey Guillén",United States,3000,,"Action, Crime, Drama",tt9288030,TV Series,,Reacher,https://m.media-amazon.com/images/M/MV5BOWRiZjYwZjUtYmIwMy00ZDUzLTk2NjktZmJkZjRkNjU0MDE3XkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_.jpg,8.1,2022,Itinerant former military policeman Jack Reacher solves crimes and metes out his own brand of street justice. Based on the novels by Lee Child.,Reacher,205647,
TV-PG,,"Lindsay Lohan, Ed Speleers, Alexander Vlahos, Ayesha Curry, Elizabeth Tan, Jacinta Mulcahy, Jane Seymour, Matty McCabe, Dawn Bradfield, Maurice Byrne, James Rottger, Aidan Jordan, Dakota Lohan, Tim Landers, Rachel Benaissa, Rodrigo Ternevoy, Steve Hartland, Carl Shaaban","Ireland, United States",5580,,"Comedy, Fantasy, Romance",tt21957774,Movie,46,Irish Wish,https://m.media-amazon.com/images/M/MV5BOTlhYzQ1YmEtYTljNi00YTY3LTg3NzMtNzU0MmFkZGM4YmJiXkEyXkFqcGdeQXVyMTM1NjM2ODg1._V1_.jpg,5.3,2024,"When the love of Maddie's life gets engaged to her best friend, she puts her feelings aside to be a bridesmaid at their wedding in Ireland.",Irish Wish,6085,
TV-PG,20555,"Mstyslav Chernov, Evgeniy Maloletka, Liudmyla Amelkina, Zhanna Homa, Oleksandr Ivanov, Irina Kalinina, Vasiliy Nebenzya, Volodymyr Nikulin, Vladimir Putin, Anastasiya Yerashova, Volodymyr Zelenskyy","Ukraine, United States",5700,,"Documentary, War",tt24082438,Movie,83,20 Days in Mariupol,https://m.media-amazon.com/images/M/MV5BZWRiNWRiZjAtYWFhMS00MWE5LTk0OTQtMzIxNzc0YmVmZGEwXkEyXkFqcGdeQXVyMzAyMzE2MzM@._V1_.jpg,8.6,2023,"As the Russian invasion begins, a team of Ukrainian journalists trapped in the besieged city of Mariupol struggle to continue their work documenting the war's atrocities.",20 Days in Mariupol,9541,20555
TV-14,,"Angela Bassett, Peter Krause, Oliver Stark, Aisha Hinds, Kenneth Choi, Corinne Massiah, Jennifer Love Hewitt, Ryan Guzman, Gavin McHugh, Marcanthonee Reis, Rockmond Dunbar, Bryan Safi, Tracie Thoms, Chiquita Fuller, Declan Pratt, Debra Christofferson, John Harlan Kim, Anirudh Pisharody",United States,2580,,"Action, Drama, Thriller",tt7235466,TV Series,,9-1-1,https://m.media-amazon.com/images/M/MV5BNzNiODE3MDUtOGE0OC00NzQ0LWJiYmEtMDUzYzg3YmM4ZTgxXkEyXkFqcGdeQXVyMTY0Njc2MTUx._V1_.jpg,7.9,2018,"Explores the high-pressure experiences of the first responders who are thrust into the most frightening, shocking, and heart-stopping situations.",9-1-1,44347,
PG-13,205000000,"Jason Momoa, Patrick Wilson, Yahya Abdul-Mateen II, Amber Heard, Nicole Kidman, Randall Park, Temuera Morrison, Dolph Lundgren, Martin Short, Jani Zhao, Pilou Asbæk, Indya Moore, John Rhys-Davies, Vincent Regan, Jay McDonald, Tyler Burger, Maddox Cruz-Porter, River Ao Moemoea Green","United States, United Kingdom, Canada, Australia, Iceland",7440,,"Action, Adventure, Fantasy",tt9663764,Movie,42,Aquaman and the Lost Kingdom,https://m.media-amazon.com/images/M/MV5BMzZlZDQ5NWItY2RjMC00NjRiLTlmZTgtZGE2ODEyMjVlOTJhXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg,5.6,2023,"Black Manta seeks revenge on Aquaman for his father's death. Wielding the Black Trident's power, he becomes a formidable foe. To defend Atlantis, Aquaman forges an alliance with his imprisoned brother. They must protect the kingdom.",Aquaman and the Lost Kingdom,73785,434381226
TV-MA,,"Zendaya, Hunter Schafer, Jacob Elordi, Maude Apatow, Alexa Demie, Sydney Sweeney, Angus Cloud, Barbie Ferreira, Nika King, Javon 'Wanna' Walton, Eric Dane, Storm Reid, Austin Abrams, Alanna Ubach, Algee Smith, Paula Marshall, John Ales, Tyler Chase",United States,3300,,Drama,tt8772296,TV Series,,Euphoria,https://m.media-amazon.com/images/M/MV5BMDMzZDkyNzEtYTY5Ni00NzlhLWI4MzUtY2UzNjNmMjI1YzIzXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_.jpg,8.3,2019,"A look at life for a group of high school students as they grapple with issues of drugs, sex, and violence.",Euphoria,237271,
TV-PG,,"Quinta Brunson, Sheryl Lee Ralph, Tyler James Williams, Lisa Ann Walter, Janelle James, Chris Perfetti, William Stanford Davis, Zack Fox, Courtney Taylor, Nate' Jones, Aayden William, Josh Segarra, Vince Staples, Larry Owens, Keyla Monterroso Mejia, Kate Peterman, Nikea Gamby-Turner, Kimia Behpoornia",United States,1320,,Comedy,tt14218830,TV Series,,Abbott Elementary,https://m.media-amazon.com/images/M/MV5BZmZmNDVmNTEtMTk5Mi00ZmQ1LWI1ZmItYmVkZDM0YTdlY2Y3XkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_.jpg,8.2,2021,"A workplace comedy centered around a group of dedicated teachers - and an oblivious principal - in a Philadelphia public school where, despite the odds stacked against them, they are determined to help their students succeed in life.",Abbott Elementary,33531,
PG-13,,"Sterling K. Brown, Jennifer Lopez, Simu Liu, Lana Parrilla, Mark Strong, Stephanie Heiner, Lesley Fera, Abraham Popoola, Gregory James Cohan, Tracy Todd, Alfredo Tavares, Janis Ahern, Briella Guiza, Charlie Hewson, Vishesh Chachra, Lorraine Tai, Paul Ganus, Nicholas Walker",United States,,,"Action, Adventure, Drama",tt14856980,Movie,,Atlas,https://m.media-amazon.com/images/M/MV5BNDJjNWE4NDMtMzQwMC00NjlhLTg1NjItMTQyMzY3NzdkZDIzXkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_.jpg,,2024,"A bleak-sounding future, where an AI soldier has determined that the only way to end war is to end humanity.",Atlas,0,
TV-14,,"Andy Samberg, Stephanie Beatriz, Terry Crews, Melissa Fumero, Joe Lo Truglio, Andre Braugher, Dirk Blocker, Joel McKinnon Miller, Chelsea Peretti, Marc Evan Jackson, Kyra Sedgwick, Jason Mantzoukas, Craig Robinson, Dean Winters, Kyle Bornheimer, Winston Story, Nick Cannon, Kevin Dorff",United States,1320,2021,"Comedy, Crime",tt2467372,TV Series,,Brooklyn Nine-Nine,https://m.media-amazon.com/images/M/MV5BNzVkYWY4NzYtMWFlZi00YzkwLThhZDItZjcxYTU4ZTMzMDZmXkEyXkFqcGdeQXVyODUxOTU0OTg@._V1_.jpg,8.4,2013,"Comedy series following the exploits of Det. Jake Peralta and his diverse, lovable colleagues as they police the NYPD's 99th Precinct.",Brooklyn Nine-Nine,358653,
TV-MA,,"Andrew Koji, Olivia Cheng, Jason Tobin, Dianne Doan, Kieran Bew, Dean Jagger, Tom Weston-Jones, Hoon Lee, Langley Kirkwood, Joe Taslim, Robert Hobbs, Perry Yung, Nicholas Pauling, Joanna Vanderham, Christian McKay, Chen Tang, Miranda Raison, Emily Child",United States,3600,2023,"Action, Crime, Drama",tt5743796,TV Series,,Warrior,https://m.media-amazon.com/images/M/MV5BMmQwZWYzNWEtYTMyYy00YzBjLTlkNmQtMmI4ZTdhNDRmZDFkXkEyXkFqcGdeQXVyMzY0MTE3NzU@._V1_.jpg,8.4,2019,"During the Tong Wars in the late 1800s, Ah Sahm, a martial arts prodigy from China, immigrates to San Francisco and becomes a hatchet man for the most powerful tong in Chinatown.",Warrior,41986,
TV-14,,"Steve Carell, Jenna Fischer, John Krasinski, Rainn Wilson, Leslie David Baker, Brian Baumgartner, Angela Kinsey, Kate Flannery, Phyllis Smith, Creed Bratton, Oscar Nuñez, B.J. Novak, Mindy Kaling, Ed Helms, Paul Lieberstein, Craig Robinson, Ellie Kemper, Zach Woods",United States,1320,2013,Comedy,tt0386676,TV Series,,The Office,https://m.media-amazon.com/images/M/MV5BMDNkOTE4NDQtMTNmYi00MWE0LWE4ZTktYTc0NzhhNWIzNzJiXkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_.jpg,9.0,2005,"A mockumentary on a group of typical office workers, where the workday consists of ego clashes, inappropriate behavior, and tedium.",The Office,704192,
TV-MA,,"Ansel Elgort, Ken Watanabe, Rachel Keller, Shô Kasamatsu, Rinko Kikuchi, Kosuke Tanaka, Shun Sugata, Takaki Uda, Kazuya Tanabe, Nobushige Suematsu, Ayumi Ito, Koshi Uehara, Ayumi Tanida, Momoka Ayukawa, Eugene Nomura, Ryûhei Watabe, Ella Rumpf, Kôsuke Toyohara","United States, Japan",3600,,"Crime, Drama, Thriller",tt2887954,TV Series,,Tokyo Vice,https://m.media-amazon.com/images/M/MV5BYzFhZWFkMjgtMWJhZC00Zjg1LTk0Y2QtMGY5ZjUyMmNmNmEyXkEyXkFqcGdeQXVyMTM1NjM2ODg1._V1_.jpg,8.0,2022,A Western journalist working for a publication in Tokyo takes on one of the city's most powerful crime bosses.,Tokyo Vice,40053,
PG-13,,"Ryan Gosling, Emily Blunt, Hannah Waddingham, Aaron Taylor-Johnson, Teresa Palmer, Stephanie Hsu, Winston Duke, Madeleine Jones, David Collins, Zara Michales, Charlotte Wood, Matuse, Adam Dunn, Daniel Nelson, Nova Onas, Tim Franklin, Theodore Avery, Beth Champion",United States,7560,,"Action, Comedy, Drama",tt1684562,Movie,77,The Fall Guy,https://m.media-amazon.com/images/M/MV5BMzkwOGUxYzctZDRlZS00YmZkLTk2YjktMGNlYmI1NjQ5NzljXkEyXkFqcGdeQXVyMTAxNzQ1NzI@._V1_.jpg,,2024,"Colt Seavers is a stuntman who left the business a year earlier to focus on both his physical and mental health. He's drafted back into service when the star of a mega-budget studio movie, which is being directed by his ex, goes missing.",The Fall Guy,0,
TV-14,,"Jared Padalecki, Jensen Ackles, Jim Beaver, Misha Collins, Mark Sheppard, Alexander Calvert, Mark Pellegrino, Samantha Smith, Ruth Connell, Rob Benedict, Kim Rhodes, Osric Chau, David Haydn-Jones, Curtis Armstrong, Lisa Berry, Genevieve Padalecki, Jeffrey Dean Morgan, Emily Swallow",United States,2640,2020,"Drama, Fantasy, Horror",tt0460681,TV Series,,Supernatural,https://m.media-amazon.com/images/M/MV5BNzRmZWJhNjUtY2ZkYy00N2MyLWJmNTktOTAwY2VkODVmOGY3XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_.jpg,8.4,2005,"Two brothers follow their father's footsteps as hunters, fighting evil supernatural beings of many kinds, including monsters, demons, and gods that roam the earth.",Supernatural,480611,
TV-14,,"Kirsten Vangsness, Matthew Gray Gubler, A.J. Cook, Joe Mantegna, Thomas Gibson, Shemar Moore, Paget Brewster, Aisha Tyler, Adam Rodriguez, Daniel Henney, Jeanne Tripplehorn, Mandy Patinkin, Lola Glaudini, Josh Stewart, Jayne Atkinson, Jennifer Love Hewitt, Cade Owens, Nicholas Brendon",United States,2520,,"Crime, Drama, Mystery",tt0452046,TV Series,,Criminal Minds,https://m.media-amazon.com/images/M/MV5BZWVjZWUyMzUtMGRiMS00MzhkLWI5NTQtYjBmZWVlZThjZjFkXkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_.jpg,8.1,2005,A group of criminal profilers who work for the FBI as members of its Behavioral Analysis Unit (BAU) using behavioral analysis and profiling to help investigate crimes and find the suspect known as the unsub.,Criminal Minds,217241,
TV-MA,,"Emmy Rossum, William H. Macy, Ethan Cutkosky, Jeremy Allen White, Shanola Hampton, Steve Howey, Emma Kenney, Cameron Monaghan, Michael Patrick McGill, Jim Hoffmaster, Noel Fisher, Isidora Goreshter, Christian Isaiah, Brenden Sims, Joan Cusack, Justin Chatwin, Scott Michael Campbell, Kate Miner",United States,2760,2021,"Comedy, Drama",tt1586680,TV Series,,Shameless,https://m.media-amazon.com/images/M/MV5BZDgxNjQ2MjMtMjk2Yi00M2Q2LWI0ZDktOGM1NWI5YWUzMjk4XkEyXkFqcGdeQXVyOTA3MTMyOTk@._V1_.jpg,8.5,2011,"A scrappy, feisty, fiercely loyal Chicago family makes no apologies.",Shameless,281856,
TV-MA,,"Jamie Dornan, Danielle Macdonald, Greg Larsen, Victoria Haralabidou, Shalom Brune-Franklin, Olwen Fouéré, Ólafur Darri Ólafsson, Conor MacNeill, Mark McKenna, Nessa Matthews, Diarmaid Murtagh, Francis Magee, Danny Adcock, Damon Herriman, Kamil Ellis, Damien Strouthos, Alex Dimitriades, Geneviève Lemon","United Kingdom, Australia, United States",,2024,"Action, Drama, Mystery",tt11847842,TV Series,,The Tourist,https://m.media-amazon.com/images/M/MV5BZTIzMTBkNjItMTM4Zi00Zjc4LWIyOTMtODNmYzFhYzk5NjBhXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_.jpg,7.1,2022,"When a man wakes up in the Australian outback with no memory, he must use the few clues he has to discover his identity before his past catches up with him.",The Tourist,27905,
PG-13,46129157,"Soma Santoki, Masaki Suda, Kô Shibasaki, Aimyon, Yoshino Kimura, Takuya Kimura, Keiko Takeshita, Jun Fubuki, Sawako Agawa, Karen Takizawa, Shinobu Ôtake, Jun Kunimura, Kaoru Kobayashi, Shohei Hino, Nami Uehara, Kiyoko Nishimura, Ryunosuke Watanuki, Takuya Yagyu",Japan,7440,,"Animation, Adventure, Drama",tt6587046,Movie,91,Kimitachi wa dô ikiru ka,https://m.media-amazon.com/images/M/MV5BZjZkNThjNTMtOGU0Ni00ZDliLThmNGUtZmMxNWQ3YzAxZTQ1XkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_.jpg,7.6,2023,"In the wake of his mother's death and his father's remarriage, a headstrong boy named Mahito ventures into a dreamlike world shared by both the living and the dead.",The Boy and the Heron,47539,167910644
PG-13,,"Rebecca Hall, Brian Tyree Henry, Dan Stevens, Kaylee Hottle, Alex Ferns, Fala Chen, Rachel House, Ron Smyck, Chantelle Jamieson, Greg Hatton, Kevin Copeland, Tess Dobré, Tim Carroll, Anthony Brandon Wong, Sophia Emberson-Bain, Chika Ikogwe, Vincent B. Gorce, Yeye Zhou",United States,6900,,"Action, Adventure, Sci-Fi",tt14539740,Movie,,Godzilla x Kong: The New Empire,https://m.media-amazon.com/images/M/MV5BN2VjZmI4NTctMmVjMy00NTc0LWE1YzAtMTE0MTg1ZDY2NmQyXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_.jpg,,2024,"Two ancient titans, Godzilla and Kong, clash in an epic battle as humans unravel their intertwined origins and connection to Skull Island's mysteries.",Godzilla x Kong: The New Empire,0,
,1037809,"Ajay Devgn, Madhavan, Jyotika, Janki Bodiwala, Anngad Raaj, Pallak Lalwani, Manoj Anand, Mohd Aslam, Kishore Bhatt, Sandeep Choudhary, Mihir Jain, Gurnita Kaur Kahlon, Roshni Kaur, Akram Musharaf, Hiten Patel, Richa Prakash, Avinashi Sharma, Sushma Sharma",India,7920,,"Horror, Thriller",tt27744786,Movie,,Shaitaan,https://m.media-amazon.com/images/M/MV5BYjczYjQ3ZTMtMDAwZi00Y2I2LWE2MTMtOGUyM2YyMThmYTFiXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg,7.7,2024,A timeless tale of battle between good and evil with a family embodying the forces of righteousness while a man symbolizes malevolence.,Shaitaan,20294,1037809
R,200000000,"Joaquin Phoenix, Vanessa Kirby, Tahar Rahim, Rupert Everett, Mark Bonnar, Paul Rhys, Ben Miles, Riana Duce, Ludivine Sagnier, Edouard Philipponnat, Miles Jupp, Scott Handy, Youssef Kerkour, John Hollingworth, Abubakar Salim, Thom Ashley, Jannis Niewöhner, Julian Rhind-Tutt","United States, United Kingdom",9480,,"Action, Adventure, Biography",tt13287846,Movie,64,Napoleon,https://m.media-amazon.com/images/M/MV5BZWIzNDAxMTktMDMzZS00ZjJmLTlhNjYtOGUxYmZlYzVmOGE4XkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_.jpg,6.4,2023,"An epic that details the chequered rise and fall of French Emperor Napoleon Bonaparte and his relentless journey to power through the prism of his addictive, volatile relationship with his wife, Josephine.",Napoleon,127776,221022680
TV-MA,,"Cillian Murphy, Paul Anderson, Sophie Rundle, Helen McCrory, Ned Dennehy, Finn Cole, Natasha O'Keeffe, Ian Peck, Harry Kirton, Packy Lee, Joe Cole, Annabelle Wallis, Kate Phillips, Aimee-Ffion Edwards, Tony Pitts, Benjamin Zephaniah, Tom Hardy, Jordan Bolger","United Kingdom, United States",,2022,"Crime, Drama",tt2442560,TV Series,,Peaky Blinders,https://m.media-amazon.com/images/M/MV5BZjYzZDgzMmYtYjY5Zi00YTk1LThhMDYtNjFlNzM4MTZhYzgyXkEyXkFqcGdeQXVyMTE5NDQ1MzQ3._V1_.jpg,8.8,2013,"A gangster family epic set in 1900s England, centering on a gang who sew razor blades in the peaks of their caps, and their fierce boss Tommy Shelby.",Peaky Blinders,641832,
